Orthogroup	chimp	human	rhesus	Total
OG0002986	1	0	1	2
OG0002987	1	0	1	2
OG0002988	1	1	0	2
OG0002989	1	1	0	2
OG0002990	1	1	0	2
OG0002991	1	1	0	2
OG0002992	1	1	0	2
OG0002993	1	0	1	2
OG0002994	1	0	1	2
OG0002995	1	1	0	2
OG0002996	1	0	1	2
OG0002997	1	0	1	2
OG0002998	1	0	1	2
OG0002999	1	0	1	2
OG0003000	1	0	1	2
OG0003001	1	0	1	2
OG0003002	1	0	1	2
OG0003003	1	1	0	2
OG0003004	1	1	0	2
OG0003005	1	0	1	2
OG0003006	1	0	1	2
OG0003007	1	0	1	2
OG0003008	1	0	1	2
OG0003009	1	0	1	2
OG0003010	1	0	1	2
OG0003011	1	0	1	2
OG0003012	1	0	1	2
OG0003013	1	0	1	2
OG0003014	0	2	0	2
OG0003015	0	1	1	2
OG0003016	0	1	1	2
OG0003017	0	1	1	2
OG0003018	0	1	1	2
OG0003019	0	1	1	2
OG0003020	0	1	1	2
OG0003021	0	1	1	2
OG0003022	0	1	1	2
OG0003023	0	1	1	2
OG0003024	0	1	1	2
OG0003025	0	1	1	2
OG0003026	0	1	1	2
OG0003027	0	1	1	2
OG0003028	0	1	1	2
OG0003029	0	1	1	2
OG0003030	0	1	1	2
OG0003031	0	1	1	2
OG0003032	0	1	1	2
OG0003033	0	1	1	2
OG0003034	0	1	1	2
OG0003035	0	1	1	2
OG0003036	0	1	1	2
OG0003037	0	1	1	2
OG0003038	0	2	0	2
OG0003039	0	2	0	2
OG0003040	0	1	1	2
OG0003041	0	2	0	2
OG0003042	0	1	1	2
OG0003043	0	2	0	2
OG0003044	0	2	0	2
OG0003045	0	2	0	2
OG0003046	0	2	0	2
OG0003047	0	2	0	2
OG0003048	0	1	1	2
OG0003049	0	2	0	2
OG0003050	0	1	1	2
OG0003051	0	2	0	2
OG0003052	0	2	0	2
OG0003053	0	2	0	2
OG0003054	0	2	0	2
OG0003055	0	2	0	2
OG0003056	0	1	1	2
OG0003057	0	1	1	2
OG0003058	0	2	0	2
OG0003059	0	1	1	2
OG0003060	0	1	1	2
OG0003061	0	1	1	2
OG0003062	0	2	0	2
OG0003063	0	2	0	2
OG0003064	0	2	0	2
OG0003065	0	2	0	2
OG0003066	0	2	0	2
OG0003067	0	2	0	2
OG0003068	0	2	0	2
OG0003069	0	2	0	2
OG0003070	0	1	1	2
OG0003071	0	2	0	2
OG0003072	0	1	1	2
OG0003073	0	1	1	2
OG0003074	0	1	1	2
OG0003075	0	1	1	2
OG0003076	0	1	1	2
OG0003077	0	1	1	2
OG0003078	0	1	1	2
OG0003079	0	2	0	2
OG0003080	0	2	0	2
OG0003081	0	2	0	2
OG0003082	0	1	1	2
OG0003083	0	2	0	2
OG0003084	0	1	1	2
OG0003085	0	1	1	2
OG0003086	0	2	0	2
OG0003087	0	2	0	2
OG0003088	0	1	1	2
OG0003089	0	1	1	2
OG0003090	0	1	1	2
OG0003091	0	1	1	2
OG0003092	0	1	1	2
OG0003093	0	1	1	2
OG0003094	0	1	1	2
OG0003095	0	2	0	2
OG0003096	0	1	1	2
OG0003097	0	1	1	2
OG0003098	0	1	1	2
OG0003099	0	1	1	2
OG0003100	0	1	1	2
OG0003101	0	1	1	2
OG0003102	0	1	1	2
OG0003103	0	1	1	2
OG0003104	0	1	1	2
OG0003105	0	1	1	2
OG0003106	0	1	1	2
OG0003107	0	1	1	2
OG0003108	0	1	1	2
OG0003109	0	1	1	2
OG0003110	0	2	0	2
OG0003111	0	1	1	2
OG0003112	0	1	1	2
OG0003113	0	1	1	2
OG0003114	0	1	1	2
OG0003115	0	1	1	2
OG0003116	0	1	1	2
OG0003117	0	1	1	2
OG0003118	0	1	1	2
OG0003119	0	1	1	2
OG0003120	0	2	0	2
OG0003121	0	1	1	2
OG0003122	0	1	1	2
OG0003123	0	2	0	2
OG0003124	0	1	1	2
OG0003125	0	1	1	2
OG0003126	0	1	1	2
OG0003127	0	1	1	2
OG0003128	0	1	1	2
OG0003129	0	1	1	2
OG0003130	0	1	1	2
OG0003131	0	1	1	2
OG0003132	0	1	1	2
OG0003133	0	1	1	2
OG0003134	0	1	1	2
OG0003135	0	1	1	2
OG0003136	0	1	1	2
OG0003137	0	1	1	2
OG0003138	0	1	1	2
OG0003139	0	1	1	2
OG0003140	0	1	1	2
OG0003141	0	1	1	2
OG0003142	0	1	1	2
OG0003143	0	1	1	2
OG0003144	0	1	1	2
OG0003145	0	1	1	2
OG0003146	0	1	1	2
OG0003147	0	1	1	2
OG0003148	0	1	1	2
OG0003149	0	2	0	2
OG0003150	0	1	1	2
OG0003151	0	2	0	2
OG0003152	0	1	1	2
OG0003153	0	2	0	2
OG0003154	0	1	1	2
OG0003155	0	1	1	2
OG0003156	0	1	1	2
OG0003157	0	1	1	2
OG0003158	0	1	1	2
OG0003159	0	1	1	2
OG0003160	0	1	1	2
OG0003161	0	2	0	2
OG0003162	0	1	1	2
OG0003163	0	2	0	2
OG0003164	0	1	1	2
OG0003165	0	1	1	2
OG0003166	0	1	1	2
OG0003167	0	0	2	2
OG0003168	0	0	2	2
OG0003169	0	0	2	2
OG0003170	0	0	2	2
OG0003171	0	0	2	2
OG0003172	0	0	2	2
OG0003173	0	0	2	2
OG0003174	0	0	2	2
OG0003175	0	0	2	2
OG0003176	0	0	2	2
OG0003177	0	0	2	2
OG0003178	0	0	2	2
OG0003179	0	0	2	2
OG0003180	0	0	2	2
OG0003181	0	0	2	2
OG0003182	0	0	2	2
OG0003183	0	0	2	2
OG0003184	0	0	2	2
OG0003185	0	0	2	2
OG0003186	0	0	2	2
OG0003187	0	0	2	2
OG0003188	0	0	2	2
OG0003189	0	0	2	2
OG0003190	0	0	2	2
OG0003191	0	0	2	2
OG0003192	0	0	2	2
OG0003193	0	0	2	2
OG0003194	0	0	2	2
OG0003195	0	0	2	2
OG0003196	0	0	2	2
OG0003197	0	0	2	2
OG0003198	0	0	2	2
OG0003199	0	0	2	2
OG0003200	0	0	2	2
OG0003201	0	0	2	2
OG0003202	0	0	2	2
OG0003203	0	0	2	2
OG0003204	0	0	2	2
OG0003205	0	0	2	2
OG0003206	0	0	2	2
OG0003207	0	0	2	2
OG0003208	0	0	2	2
